0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+02	-2.059354597123141950e-02
0.000000000000000000e+00	1.000000000000000000e+02	-1.000000000000000000e+02	-2.029742515679555659e-02
0.000000000000000000e+00	2.000000000000000000e+02	-1.000000000000000000e+02	-1.996321631013153741e-02
0.000000000000000000e+00	3.000000000000000000e+02	-1.000000000000000000e+02	-1.958836502731764462e-02
0.000000000000000000e+00	4.000000000000000000e+02	-1.000000000000000000e+02	-1.917018716139917700e-02
0.000000000000000000e+00	5.000000000000000000e+02	-1.000000000000000000e+02	-1.870586677777397178e-02
0.000000000000000000e+00	6.000000000000000000e+02	-1.000000000000000000e+02	-1.819245447864381582e-02
0.000000000000000000e+00	7.000000000000000000e+02	-1.000000000000000000e+02	-1.762686741680896674e-02
0.000000000000000000e+00	8.000000000000000000e+02	-1.000000000000000000e+02	-1.700588860545360070e-02
0.000000000000000000e+00	9.000000000000000000e+02	-1.000000000000000000e+02	-1.632616948095688691e-02
0.000000000000000000e+00	1.000000000000000000e+03	-1.000000000000000000e+02	-1.558423251974416779e-02
0.000000000000000000e+00	1.100000000000000000e+03	-1.000000000000000000e+02	-1.477647488365985140e-02
0.000000000000000000e+00	1.200000000000000000e+03	-1.000000000000000000e+02	-1.389917557063080622e-02
0.000000000000000000e+00	1.300000000000000000e+03	-1.000000000000000000e+02	-1.294850281541304327e-02
0.000000000000000000e+00	1.400000000000000000e+03	-1.000000000000000000e+02	-1.192052424877632077e-02
0.000000000000000000e+00	1.500000000000000000e+03	-1.000000000000000000e+02	-1.081122017039248817e-02
0.000000000000000000e+00	1.600000000000000000e+03	-1.000000000000000000e+02	-9.616498526116012968e-03
0.000000000000000000e+00	1.700000000000000000e+03	-1.000000000000000000e+02	-8.332213312239877823e-03
0.000000000000000000e+00	1.800000000000000000e+03	-1.000000000000000000e+02	-6.954186545798934915e-03
0.000000000000000000e+00	1.900000000000000000e+03	-1.000000000000000000e+02	-5.478233045413949398e-03
0.000000000000000000e+00	2.000000000000000000e+03	-1.000000000000000000e+02	-3.900189558658784250e-03
0.000000000000000000e+00	2.100000000000000000e+03	-1.000000000000000000e+02	-2.215947753864133674e-03
0.000000000000000000e+00	2.200000000000000000e+03	-1.000000000000000000e+02	-4.214912228905909330e-04
0.000000000000000000e+00	2.300000000000000000e+03	-1.000000000000000000e+02	1.487062853605669588e-03
0.000000000000000000e+00	2.400000000000000000e+03	-1.000000000000000000e+02	3.513417840322885510e-03
0.000000000000000000e+00	2.500000000000000000e+03	-1.000000000000000000e+02	5.661046958799209605e-03
0.000000000000000000e+00	2.600000000000000000e+03	-1.000000000000000000e+02	7.933138326537969576e-03
0.000000000000000000e+00	2.700000000000000000e+03	-1.000000000000000000e+02	1.033253553765489663e-02
0.000000000000000000e+00	2.800000000000000000e+03	-1.000000000000000000e+02	1.286167417853811834e-02
0.000000000000000000e+00	2.900000000000000000e+03	-1.000000000000000000e+02	1.552251454488007276e-02
0.000000000000000000e+00	3.000000000000000000e+03	-1.000000000000000000e+02	1.831647130914881849e-02
0.000000000000000000e+00	3.100000000000000000e+03	-1.000000000000000000e+02	2.124434057160784484e-02
0.000000000000000000e+00	3.200000000000000000e+03	-1.000000000000000000e+02	2.430622536624960084e-02
0.000000000000000000e+00	3.300000000000000000e+03	-1.000000000000000000e+02	2.750146064102176879e-02
0.000000000000000000e+00	3.400000000000000000e+03	-1.000000000000000000e+02	3.082853890635783856e-02
0.000000000000000000e+00	3.500000000000000000e+03	-1.000000000000000000e+02	3.428503805700255924e-02
0.000000000000000000e+00	3.600000000000000000e+03	-1.000000000000000000e+02	3.786755296734112264e-02
0.000000000000000000e+00	3.700000000000000000e+03	-1.000000000000000000e+02	4.157163265388619244e-02
0.000000000000000000e+00	3.800000000000000000e+03	-1.000000000000000000e+02	4.539172489226306340e-02
0.000000000000000000e+00	3.900000000000000000e+03	-1.000000000000000000e+02	4.932113032778406847e-02
0.000000000000000000e+00	4.000000000000000000e+03	-1.000000000000000000e+02	5.335196816193543690e-02
0.000000000000000000e+00	4.100000000000000000e+03	-1.000000000000000000e+02	5.747515539440972709e-02
0.000000000000000000e+00	4.200000000000000000e+03	-1.000000000000000000e+02	6.168040162631838186e-02
0.000000000000000000e+00	4.300000000000000000e+03	-1.000000000000000000e+02	6.595622127489875197e-02
0.000000000000000000e+00	4.400000000000000000e+03	-1.000000000000000000e+02	7.028996464258918664e-02
0.000000000000000000e+00	4.500000000000000000e+03	-1.000000000000000000e+02	7.466786923723267577e-02
0.000000000000000000e+00	4.600000000000000000e+03	-1.000000000000000000e+02	7.907513203149196812e-02
0.000000000000000000e+00	4.700000000000000000e+03	-1.000000000000000000e+02	8.349600308872884291e-02
0.000000000000000000e+00	4.800000000000000000e+03	-1.000000000000000000e+02	8.791390033047741248e-02
0.000000000000000000e+00	4.900000000000000000e+03	-1.000000000000000000e+02	9.231154460505597292e-02
0.000000000000000000e+00	5.000000000000000000e+03	-1.000000000000000000e+02	9.667111363490521470e-02
0.000000000000000000e+00	5.100000000000000000e+03	-1.000000000000000000e+02	1.009744127678458003e-01
0.000000000000000000e+00	5.200000000000000000e+03	-1.000000000000000000e+02	1.052030598019448870e-01
0.000000000000000000e+00	5.300000000000000000e+03	-1.000000000000000000e+02	1.093386806620189056e-01
0.000000000000000000e+00	5.400000000000000000e+03	-1.000000000000000000e+02	1.133631121433054112e-01
0.000000000000000000e+00	5.500000000000000000e+03	-1.000000000000000000e+02	1.172586076430670587e-01
0.000000000000000000e+00	5.600000000000000000e+03	-1.000000000000000000e+02	1.210080414773551105e-01
0.000000000000000000e+00	5.700000000000000000e+03	-1.000000000000000000e+02	1.245951073451156965e-01
0.000000000000000000e+00	5.800000000000000000e+03	-1.000000000000000000e+02	1.280045065012336281e-01
0.000000000000000000e+00	5.900000000000000000e+03	-1.000000000000000000e+02	1.312221214937625557e-01
0.000000000000000000e+00	6.000000000000000000e+03	-1.000000000000000000e+02	1.342351715937384338e-01
0.000000000000000000e+00	6.100000000000000000e+03	-1.000000000000000000e+02	1.370323466278022817e-01
0.000000000000000000e+00	6.200000000000000000e+03	-1.000000000000000000e+02	1.396039165267093374e-01
0.000000000000000000e+00	6.300000000000000000e+03	-1.000000000000000000e+02	1.419418145925721575e-01
0.000000000000000000e+00	6.400000000000000000e+03	-1.000000000000000000e+02	1.440396932866738755e-01
0.000000000000000000e+00	6.500000000000000000e+03	-1.000000000000000000e+02	1.458929520945395630e-01
0.000000000000000000e+00	6.600000000000000000e+03	-1.000000000000000000e+02	1.474987378367542679e-01
0.000000000000000000e+00	6.700000000000000000e+03	-1.000000000000000000e+02	1.488559184925797307e-01
0.000000000000000000e+00	6.800000000000000000e+03	-1.000000000000000000e+02	1.499650322729195739e-01
0.000000000000000000e+00	6.900000000000000000e+03	-1.000000000000000000e+02	1.508282142444861140e-01
0.000000000000000000e+00	7.000000000000000000e+03	-1.000000000000000000e+02	1.514491032380715918e-01
0.000000000000000000e+00	7.100000000000000000e+03	-1.000000000000000000e+02	1.518327321288426290e-01
0.000000000000000000e+00	7.200000000000000000e+03	-1.000000000000000000e+02	1.519854047367652505e-01
0.000000000000000000e+00	7.300000000000000000e+03	-1.000000000000000000e+02	1.519145627080775718e-01
0.000000000000000000e+00	7.400000000000000000e+03	-1.000000000000000000e+02	1.516286456897553148e-01
0.000000000000000000e+00	7.500000000000000000e+03	-1.000000000000000000e+02	1.511369479684387951e-01
0.000000000000000000e+00	7.600000000000000000e+03	-1.000000000000000000e+02	1.504494745566742342e-01
0.000000000000000000e+00	7.700000000000000000e+03	-1.000000000000000000e+02	1.495767993683450037e-01
0.000000000000000000e+00	7.800000000000000000e+03	-1.000000000000000000e+02	1.485299278687901570e-01
0.000000000000000000e+00	7.900000000000000000e+03	-1.000000000000000000e+02	1.473201661551293284e-01
0.000000000000000000e+00	8.000000000000000000e+03	-1.000000000000000000e+02	1.459589981013698079e-01
0.000000000000000000e+00	8.100000000000000000e+03	-1.000000000000000000e+02	1.444579717993998980e-01
0.000000000000000000e+00	8.200000000000000000e+03	-1.000000000000000000e+02	1.428285961924180558e-01
0.000000000000000000e+00	8.300000000000000000e+03	-1.000000000000000000e+02	1.410822484455398484e-01
0.000000000000000000e+00	8.400000000000000000e+03	-1.000000000000000000e+02	1.392300923287514980e-01
0.000000000000000000e+00	8.500000000000000000e+03	-1.000000000000000000e+02	1.372830075857922605e-01
0.000000000000000000e+00	8.600000000000000000e+03	-1.000000000000000000e+02	1.352515300782841656e-01
0.000000000000000000e+00	8.700000000000000000e+03	-1.000000000000000000e+02	1.331458022854614676e-01
0.000000000000000000e+00	8.800000000000000000e+03	-1.000000000000000000e+02	1.309755335889783989e-01
0.000000000000000000e+00	8.900000000000000000e+03	-1.000000000000000000e+02	1.287499696980054509e-01
0.000000000000000000e+00	9.000000000000000000e+03	-1.000000000000000000e+02	1.264778704531621667e-01
